age,gender,education,income,experience,home_ownership,loan_amount,loan_intent,loan_int_rate,loan_percent_income,credit_score,pending_loan,loan_status
31,male,Associate,89040,7,MORTGAGE,16000,MEDICAL,11.01,0.18,631,No,1
29,male,Associate,67259,8,RENT,14000,EDUCATION,11.48,0.21,649,No,0
29,male,Associate,67259,11,RENT,14000,HOMEIMPROVEMENT,11.58,0.21,654,Yes,0
29,male,Associate,118788,7,MORTGAGE,20000,VENTURE,8.88,0.17,652,Yes,0
27,male,Bachelor,104481,3,MORTGAGE,18000,EDUCATION,13.72,0.17,661,No,1
35,male,Associate,119121,11,MORTGAGE,15000,PERSONAL,7.88,0.13,570,Yes,0
35,male,High School,118672,13,MORTGAGE,10425,PERSONAL,11.49,0.09,629,Yes,0
28,female,High School,119301,6,MORTGAGE,20000,VENTURE,14.84,0.17,607,Yes,0
27,male,High School,67816,8,RENT,14000,MEDICAL,10.65,0.21,640,Yes,0
33,male,Bachelor,119460,11,MORTGAGE,10000,MEDICAL,11.01,0.08,582,No,0
27,female,High School,70320,3,RENT,14000,EDUCATION,7.29,0.2,606,Yes,0
29,male,High School,70818,6,RENT,14000,PERSONAL,6.62,0.2,602,Yes,0
30,female,High School,72522,8,RENT,14000,HOMEIMPROVEMENT,15.28,0.19,691,Yes,0
33,female,Associate,119465,12,MORTGAGE,24000,MEDICAL,11.36,0.2,653,Yes,0
28,female,Master,120009,2,MORTGAGE,18000,VENTURE,9.76,0.15,581,Yes,0
29,male,Bachelor,72756,7,RENT,14000,MEDICAL,7.51,0.19,615,Yes,0
28,male,High School,120995,2,MORTGAGE,10000,VENTURE,5.42,0.08,650,No,0
31,female,Bachelor,90664,8,MORTGAGE,10000,MEDICAL,15.58,0.11,687,No,1
29,female,High School,91131,8,MORTGAGE,15000,MEDICAL,15.33,0.16,590,No,1
28,female,Bachelor,75625,7,RENT,14000,VENTURE,10.99,0.19,647,No,0
27,female,Bachelor,68809,3,RENT,14000,HOMEIMPROVEMENT,13.87,0.2,656,No,1
32,male,Bachelor,76472,7,RENT,14000,EDUCATION,6.91,0.18,720,No,0
30,male,Associate,121659,6,MORTGAGE,10000,EDUCATION,16.77,0.08,643,No,0
30,female,Associate,120922,6,MORTGAGE,30000,PERSONAL,16.77,0.25,601,Yes,0
27,male,High School,80264,2,RENT,14000,VENTURE,12.99,0.17,620,Yes,0
30,female,Associate,81404,8,RENT,14000,EDUCATION,12.84,0.17,639,Yes,0
29,female,Associate,82832,9,RENT,14000,VENTURE,12.61,0.17,657,No,0
31,female,Bachelor,83837,6,RENT,14000,PERSONAL,6.03,0.17,535,No,0
27,male,Associate,121113,4,MORTGAGE,12000,HOMEIMPROVEMENT,6.03,0.1,579,Yes,0
30,male,Associate,121013,10,MORTGAGE,12000,MEDICAL,8.9,0.1,681,Yes,0
35,male,High School,120996,10,MORTGAGE,10000,VENTURE,6.62,0.08,674,No,0
27,female,Bachelor,120961,2,MORTGAGE,12000,PERSONAL,11.01,0.1,650,No,0
28,female,Master,120819,7,MORTGAGE,10000,DEBTCONSOLIDATION,11.01,0.08,617,Yes,0
33,male,Bachelor,121058,11,MORTGAGE,15000,MEDICAL,11.71,0.12,667,Yes,0
35,male,Bachelor,88877,12,RENT,14000,VENTURE,14.59,0.16,683,Yes,0
34,female,Associate,91076,11,RENT,14000,DEBTCONSOLIDATION,12.69,0.15,669,Yes,0
28,female,Associate,121070,4,MORTGAGE,18000,VENTURE,13.99,0.15,562,Yes,0
29,male,High School,121064,8,MORTGAGE,12025,EDUCATION,13.49,0.1,539,No,0
31,female,Bachelor,121031,8,MORTGAGE,19000,PERSONAL,8.49,0.16,666,No,0
31,male,Doctorate,120922,9,MORTGAGE,12000,VENTURE,5.42,0.1,646,Yes,0
32,male,Master,83950,9,RENT,14000,HOMEIMPROVEMENT,11.01,0.17,709,No,1
30,male,Master,120646,9,MORTGAGE,16000,VENTURE,16.49,0.13,700,Yes,0
27,male,Associate,91135,8,RENT,14000,VENTURE,9.63,0.15,680,Yes,0
29,female,Associate,120897,7,MORTGAGE,10000,PERSONAL,14.79,0.08,524,Yes,0
32,female,Bachelor,92415,9,RENT,14000,HOMEIMPROVEMENT,10.38,0.15,684,No,0
32,female,High School,106718,8,MORTGAGE,17600,DEBTCONSOLIDATION,13.49,0.16,583,No,1
34,female,High School,121053,12,MORTGAGE,12000,EDUCATION,7.49,0.1,596,No,0
31,female,Master,121067,8,MORTGAGE,15000,HOMEIMPROVEMENT,10.59,0.12,670,No,0
29,female,Bachelor,121119,6,MORTGAGE,10000,PERSONAL,7.49,0.08,674,Yes,0
31,female,Master,92585,6,RENT,14000,EDUCATION,11.49,0.15,687,No,0
28,male,Associate,121161,2,MORTGAGE,12000,DEBTCONSOLIDATION,10.99,0.1,589,Yes,0
31,male,Master,94689,6,RENT,14000,DEBTCONSOLIDATION,9.63,0.15,589,Yes,0
34,male,Bachelor,97232,8,RENT,14000,EDUCATION,14.27,0.14,700,Yes,0
33,female,Master,121272,11,MORTGAGE,15000,PERSONAL,10,0.12,623,No,0
30,female,Bachelor,121013,8,MORTGAGE,12800,EDUCATION,6.92,0.11,604,Yes,0
32,male,Bachelor,96874,9,RENT,14000,HOMEIMPROVEMENT,5.42,0.14,610,Yes,0
27,male,High School,121043,1,MORTGAGE,14400,PERSONAL,11.01,0.12,548,Yes,0
28,male,Bachelor,96888,3,RENT,14000,VENTURE,14.91,0.14,551,Yes,0
32,male,High School,120587,10,MORTGAGE,35000,MEDICAL,11.01,0.29,665,No,0
27,female,High School,38466,5,OWN,12000,MEDICAL,12.73,0.31,668,Yes,0
27,female,High School,121189,5,MORTGAGE,16000,DEBTCONSOLIDATION,13.43,0.13,642,No,0
29,female,Master,121315,7,OWN,10000,HOMEIMPROVEMENT,6.92,0.08,674,Yes,0
30,female,High School,101900,6,RENT,14000,MEDICAL,12.42,0.14,665,Yes,0
31,male,Master,38335,11,OWN,12500,PERSONAL,8.94,0.33,683,Yes,0
28,female,Associate,121182,3,OWN,20000,HOMEIMPROVEMENT,12.68,0.17,671,No,0
28,male,High School,102984,8,RENT,14000,PERSONAL,14.65,0.14,577,Yes,0
29,male,Bachelor,102720,8,RENT,14000,DEBTCONSOLIDATION,5.42,0.14,508,Yes,0
30,female,Bachelor,103333,8,RENT,14000,VENTURE,14.22,0.14,649,Yes,0
27,male,High School,120997,5,MORTGAGE,16000,MEDICAL,6.54,0.13,655,Yes,0
31,male,Master,120827,6,MORTGAGE,13000,HOMEIMPROVEMENT,12.61,0.11,597,No,0
35,male,Master,112473,13,RENT,14000,VENTURE,13.16,0.12,710,No,0
30,male,Bachelor,121134,5,MORTGAGE,10000,PERSONAL,6.17,0.08,627,Yes,0
29,female,Bachelor,120810,7,MORTGAGE,20000,MEDICAL,6.54,0.17,667,Yes,0
27,male,Associate,121369,7,MORTGAGE,20000,HOMEIMPROVEMENT,6.17,0.16,701,No,0
34,male,Bachelor,120890,11,MORTGAGE,15000,HOMEIMPROVEMENT,6.17,0.12,720,No,0
28,male,High School,120843,2,MORTGAGE,10000,PERSONAL,5.42,0.08,566,No,0
29,female,High School,121232,5,MORTGAGE,12000,DEBTCONSOLIDATION,6.91,0.1,577,Yes,0
28,female,Master,120963,7,OWN,11000,VENTURE,13.61,0.09,666,Yes,0
30,female,Master,121157,10,MORTGAGE,13000,EDUCATION,7.88,0.11,673,Yes,0
27,female,Associate,121028,6,RENT,14000,MEDICAL,10.62,0.12,592,Yes,0
33,male,High School,125041,10,RENT,14000,EDUCATION,17.56,0.11,693,Yes,0
30,male,Associate,126983,6,RENT,14000,DEBTCONSOLIDATION,11.49,0.11,588,No,0
29,male,Associate,121014,4,MORTGAGE,25000,VENTURE,13.23,0.21,714,No,0
27,male,Associate,120706,3,MORTGAGE,20500,EDUCATION,18.67,0.17,682,No,0
29,male,High School,121179,6,MORTGAGE,13000,PERSONAL,15.33,0.11,660,Yes,0
35,female,Bachelor,139094,9,RENT,14000,EDUCATION,11.01,0.1,657,No,0
33,female,Associate,106474,14,MORTGAGE,20000,DEBTCONSOLIDATION,13.48,0.19,645,No,1
31,male,High School,120569,5,MORTGAGE,11000,DEBTCONSOLIDATION,7.51,0.09,594,Yes,0
29,male,Bachelor,106926,3,MORTGAGE,16000,DEBTCONSOLIDATION,16.45,0.15,671,No,1
30,male,Master,133443,7,RENT,14000,VENTURE,16.89,0.1,720,No,1
29,female,Associate,150779,6,RENT,14000,DEBTCONSOLIDATION,9.63,0.09,623,No,0
33,male,Bachelor,120908,10,MORTGAGE,24000,DEBTCONSOLIDATION,10.25,0.2,733,Yes,0
34,male,Bachelor,121092,9,MORTGAGE,18000,MEDICAL,11.01,0.15,615,No,0
28,female,High School,120597,6,MORTGAGE,12000,HOMEIMPROVEMENT,7.88,0.1,535,Yes,0
31,male,Associate,120579,5,MORTGAGE,20000,VENTURE,13.48,0.17,701,No,0
28,male,Bachelor,121307,5,MORTGAGE,13000,VENTURE,8.59,0.11,697,Yes,0
28,male,High School,121078,9,OWN,18000,MEDICAL,13.92,0.15,551,Yes,0
35,female,Bachelor,166661,11,RENT,14000,PERSONAL,7.9,0.08,649,No,1
33,female,Associate,120987,10,OWN,25000,MEDICAL,12.18,0.21,644,Yes,0
30,female,Bachelor,121009,5,MORTGAGE,15000,MEDICAL,11.14,0.12,608,Yes,0
29,male,Master,121499,11,OWN,15800,VENTURE,11.14,0.13,602,Yes,0
28,male,Master,120981,5,MORTGAGE,24000,MEDICAL,11.48,0.2,580,Yes,0
29,male,Bachelor,121094,7,MORTGAGE,20000,VENTURE,13.57,0.17,622,Yes,0
35,female,Bachelor,120825,13,OWN,10000,VENTURE,8.59,0.08,589,Yes,0
32,male,Associate,58793,9,RENT,14100,EDUCATION,13.49,0.24,577,Yes,0
28,female,Associate,120941,4,MORTGAGE,20000,VENTURE,11.48,0.17,551,Yes,0
30,male,Bachelor,100852,6,RENT,14100,MEDICAL,6.03,0.14,622,Yes,0
35,male,Bachelor,36489,11,RENT,14125,MEDICAL,12.99,0.39,664,No,1
29,male,Bachelor,121011,4,MORTGAGE,20000,HOMEIMPROVEMENT,14.61,0.17,583,Yes,0
28,female,Bachelor,36953,4,RENT,14125,DEBTCONSOLIDATION,14.74,0.38,599,No,1
27,male,High School,39487,2,RENT,14125,MEDICAL,12.68,0.36,671,No,1
28,male,High School,121332,2,MORTGAGE,10000,EDUCATION,12.84,0.08,611,Yes,0
31,male,Associate,121125,8,MORTGAGE,15000,HOMEIMPROVEMENT,9.63,0.12,640,Yes,0
35,female,Bachelor,106516,11,MORTGAGE,10000,PERSONAL,14.11,0.09,663,No,1
27,male,Master,120936,4,MORTGAGE,16000,VENTURE,11.01,0.13,600,Yes,0
33,female,Master,42920,14,RENT,14125,HOMEIMPROVEMENT,10.37,0.33,675,No,1
30,female,Master,44458,8,RENT,14125,EDUCATION,8.9,0.32,702,No,1
28,male,Associate,120713,5,MORTGAGE,13500,PERSONAL,9.38,0.11,626,No,0
27,female,Bachelor,120809,2,MORTGAGE,10000,MEDICAL,12.09,0.08,590,Yes,0
27,female,Bachelor,47781,3,RENT,14125,EDUCATION,8.49,0.3,542,No,1
28,male,Doctorate,56459,5,RENT,14125,DEBTCONSOLIDATION,11.01,0.25,666,Yes,0
33,male,Associate,120770,11,MORTGAGE,25000,HOMEIMPROVEMENT,10.39,0.21,687,Yes,0
29,male,Bachelor,48949,4,RENT,14150,MEDICAL,12.69,0.29,699,No,1
35,male,Bachelor,120845,12,MORTGAGE,12000,EDUCATION,15.76,0.1,674,No,0
29,female,Bachelor,121246,7,MORTGAGE,15000,MEDICAL,12.04,0.12,608,Yes,0
27,female,Bachelor,121204,5,MORTGAGE,12000,MEDICAL,9.96,0.1,651,Yes,0
33,male,Associate,106827,11,MORTGAGE,15000,DEBTCONSOLIDATION,15.88,0.14,521,No,1
32,male,Associate,37319,9,RENT,14300,EDUCATION,13.49,0.38,711,No,1
27,female,Associate,36844,4,RENT,14300,MEDICAL,10.39,0.39,588,No,1
27,male,High School,121502,6,MORTGAGE,15000,EDUCATION,14.65,0.12,558,No,0
30,male,High School,39176,8,RENT,14400,VENTURE,10.75,0.37,700,No,1
35,male,Associate,121797,14,MORTGAGE,25000,PERSONAL,10.59,0.21,542,Yes,0
30,female,High School,122094,7,MORTGAGE,22000,VENTURE,12.42,0.18,626,No,0
29,female,Bachelor,44205,10,RENT,14400,MEDICAL,10.62,0.33,651,No,1
27,male,Bachelor,107543,7,MORTGAGE,20000,DEBTCONSOLIDATION,11.99,0.19,616,No,1
31,male,Doctorate,122129,9,MORTGAGE,18000,EDUCATION,8.49,0.15,710,No,0
31,male,Bachelor,46769,6,RENT,14400,VENTURE,8.94,0.31,563,No,1
29,male,Bachelor,122238,3,OWN,12000,HOMEIMPROVEMENT,12.18,0.1,672,No,0
30,male,Master,52835,7,RENT,14400,DEBTCONSOLIDATION,6.99,0.27,645,No,1
32,female,Associate,37149,11,OWN,17875,HOMEIMPROVEMENT,6.99,0.48,655,No,0
28,male,Bachelor,121835,6,MORTGAGE,15000,MEDICAL,8.94,0.12,674,No,0
27,female,High School,122302,2,MORTGAGE,20000,PERSONAL,11.01,0.16,494,Yes,0
31,female,High School,121973,8,MORTGAGE,12000,PERSONAL,9.63,0.1,535,No,0
27,female,Associate,122069,6,MORTGAGE,11025,MEDICAL,7.9,0.09,508,Yes,0
27,male,Master,122602,6,MORTGAGE,12000,MEDICAL,11.01,0.1,623,Yes,0
31,female,Bachelor,122194,8,MORTGAGE,17000,DEBTCONSOLIDATION,11.01,0.14,516,Yes,0
27,male,Master,92228,6,OWN,18000,MEDICAL,17.26,0.2,586,No,1
31,female,Associate,122680,6,MORTGAGE,15000,HOMEIMPROVEMENT,12.87,0.12,644,No,0
29,male,Associate,54464,5,RENT,14400,VENTURE,13.61,0.26,695,No,1
29,male,Bachelor,55069,5,RENT,14400,PERSONAL,7.29,0.26,638,No,1
30,female,Associate,123107,5,MORTGAGE,15000,HOMEIMPROVEMENT,15.62,0.12,701,Yes,0
27,male,Master,123182,5,MORTGAGE,16000,PERSONAL,11.99,0.13,632,Yes,0
28,male,Bachelor,123442,6,MORTGAGE,10000,PERSONAL,5.99,0.08,668,Yes,0
33,male,Bachelor,70817,11,RENT,14400,VENTURE,9.91,0.2,537,Yes,0
33,male,Associate,123552,8,MORTGAGE,35000,VENTURE,11.01,0.28,565,No,0
30,female,Bachelor,123590,7,MORTGAGE,12250,EDUCATION,7.66,0.1,548,Yes,0
31,male,Associate,123240,7,MORTGAGE,14400,HOMEIMPROVEMENT,11.01,0.12,608,No,0
28,female,High School,78989,3,RENT,14400,MEDICAL,11.14,0.18,571,Yes,0
28,female,Bachelor,123155,7,MORTGAGE,10000,VENTURE,12.18,0.08,669,Yes,0
34,female,Associate,82645,16,RENT,14400,HOMEIMPROVEMENT,8.59,0.17,685,Yes,0
27,male,Master,123320,5,MORTGAGE,15000,HOMEIMPROVEMENT,12.84,0.12,669,Yes,0
27,male,Doctorate,123365,4,MORTGAGE,10000,VENTURE,9.63,0.08,710,No,0
29,male,Master,123274,9,OWN,18000,MEDICAL,9.33,0.15,696,No,0
28,male,High School,123259,2,MORTGAGE,15000,EDUCATION,13.92,0.12,635,No,0
33,male,Bachelor,124084,12,MORTGAGE,11000,HOMEIMPROVEMENT,11.14,0.09,589,Yes,0
28,female,Associate,89178,2,RENT,14400,HOMEIMPROVEMENT,12.98,0.16,603,Yes,0
27,female,Associate,123590,3,MORTGAGE,25000,EDUCATION,15.57,0.2,701,No,0
30,male,Associate,123810,7,MORTGAGE,25000,PERSONAL,12.18,0.2,637,No,0
27,male,Bachelor,90722,4,RENT,14400,EDUCATION,11.36,0.16,601,No,0
31,male,Associate,124349,6,OWN,10000,EDUCATION,7.9,0.08,563,Yes,0
31,female,Associate,124390,8,MORTGAGE,14000,DEBTCONSOLIDATION,9.91,0.11,628,Yes,0
33,male,High School,124665,11,MORTGAGE,24000,EDUCATION,7.49,0.19,542,No,0
28,male,Master,124557,4,MORTGAGE,10000,VENTURE,7.51,0.08,578,Yes,0
30,female,Associate,96798,11,RENT,14400,EDUCATION,13.49,0.15,686,Yes,0
34,female,Bachelor,124873,10,MORTGAGE,16000,VENTURE,10.62,0.13,687,No,0
32,male,Bachelor,101522,6,RENT,14400,PERSONAL,11.99,0.14,655,No,0
31,female,Associate,124574,9,MORTGAGE,15000,VENTURE,11.01,0.12,543,Yes,0
27,male,Bachelor,102886,8,RENT,14400,VENTURE,8.49,0.14,676,No,0
34,female,Master,124751,14,MORTGAGE,15000,DEBTCONSOLIDATION,11.01,0.12,599,No,0
30,male,Associate,125112,11,MORTGAGE,24150,VENTURE,14.61,0.19,582,No,0
28,female,Master,102880,4,RENT,14400,EDUCATION,9.07,0.14,699,Yes,0
28,male,High School,125587,8,MORTGAGE,10000,MEDICAL,14.27,0.08,692,No,0
28,female,Bachelor,125588,4,MORTGAGE,18000,PERSONAL,10.99,0.14,588,No,0
33,female,Associate,125642,9,MORTGAGE,16000,EDUCATION,11.01,0.13,681,Yes,0
27,male,Master,125764,6,MORTGAGE,10000,PERSONAL,10.65,0.08,723,No,0
29,male,Master,125614,6,MORTGAGE,35000,DEBTCONSOLIDATION,7.49,0.28,613,Yes,0
27,male,Associate,126124,4,OWN,35000,EDUCATION,11.01,0.28,586,Yes,0
30,female,High School,116245,4,RENT,14400,PERSONAL,11.01,0.12,627,Yes,0
27,female,Bachelor,125838,3,OWN,35000,EDUCATION,17.99,0.28,646,Yes,0
29,male,Master,126079,5,MORTGAGE,18000,HOMEIMPROVEMENT,7.66,0.14,559,Yes,0
29,female,Bachelor,37183,5,OWN,10000,PERSONAL,6.17,0.27,588,Yes,0
32,male,Bachelor,121005,10,RENT,14400,EDUCATION,13.35,0.12,656,Yes,0
28,male,High School,120789,8,RENT,14400,HOMEIMPROVEMENT,13.85,0.12,603,Yes,0
28,male,Master,125634,5,MORTGAGE,20000,PERSONAL,11.01,0.16,666,No,0
30,male,Associate,60983,5,RENT,14475,DEBTCONSOLIDATION,11.01,0.24,667,Yes,0
32,male,Master,35391,10,RENT,14500,PERSONAL,16.7,0.41,669,No,1
32,male,Bachelor,125953,9,MORTGAGE,17000,VENTURE,14.82,0.13,659,Yes,0
30,male,Bachelor,37066,7,RENT,14500,PERSONAL,11.01,0.39,690,No,1
30,female,High School,126944,5,MORTGAGE,26000,DEBTCONSOLIDATION,7.51,0.2,636,No,0
34,female,Associate,38079,10,RENT,14500,MEDICAL,7.88,0.38,597,No,1
27,male,Master,127309,6,MORTGAGE,28000,EDUCATION,11.01,0.22,622,No,0
33,male,Bachelor,127154,10,MORTGAGE,26375,HOMEIMPROVEMENT,9.91,0.21,587,Yes,0
29,male,Bachelor,127034,5,MORTGAGE,12000,VENTURE,6.62,0.09,602,Yes,0
35,male,Associate,39389,11,RENT,14500,MEDICAL,6.17,0.37,665,No,1
27,female,Bachelor,43052,5,RENT,14500,DEBTCONSOLIDATION,13.98,0.34,675,No,1
30,female,Bachelor,126967,9,MORTGAGE,10000,EDUCATION,5.99,0.08,604,Yes,0
34,female,High School,126905,13,MORTGAGE,12000,VENTURE,6.99,0.09,620,Yes,0
28,male,Associate,37103,1,RENT,14500,MEDICAL,11.14,0.39,608,No,1
30,male,Associate,49871,6,RENT,14500,VENTURE,13.23,0.29,682,No,1
35,male,Bachelor,127036,12,MORTGAGE,10000,EDUCATION,11.01,0.08,619,No,0
32,male,Associate,126981,9,MORTGAGE,12100,EDUCATION,5.99,0.1,649,No,0
27,female,Associate,127310,6,MORTGAGE,11000,EDUCATION,7.49,0.09,688,Yes,0
32,female,High School,95895,7,MORTGAGE,24000,MEDICAL,18.62,0.25,555,No,1
28,female,Associate,127264,7,MORTGAGE,12000,VENTURE,9.63,0.09,615,No,0
27,male,High School,126879,5,MORTGAGE,25000,EDUCATION,12.23,0.2,678,No,0
28,female,High School,127153,7,MORTGAGE,24000,DEBTCONSOLIDATION,11.01,0.19,601,Yes,0
29,female,Bachelor,127105,6,MORTGAGE,20000,VENTURE,6.91,0.16,511,Yes,0
27,male,High School,126814,6,MORTGAGE,24000,PERSONAL,6.17,0.19,638,No,0
32,male,Associate,127084,11,MORTGAGE,20000,MEDICAL,6.54,0.16,611,Yes,0
33,male,Bachelor,95687,8,MORTGAGE,12750,MEDICAL,15.95,0.13,709,No,1
34,male,Associate,127015,12,MORTGAGE,10000,MEDICAL,7.51,0.08,587,Yes,0
28,male,Associate,126664,8,MORTGAGE,25000,MEDICAL,11.12,0.2,637,Yes,0
29,male,Bachelor,126842,5,MORTGAGE,12000,HOMEIMPROVEMENT,7.88,0.09,593,Yes,0
29,female,Bachelor,127261,7,MORTGAGE,17000,DEBTCONSOLIDATION,10.25,0.13,588,Yes,0
27,female,Master,92440,5,RENT,14500,MEDICAL,12.73,0.16,572,No,0
30,female,Bachelor,126957,5,OWN,15400,HOMEIMPROVEMENT,11.36,0.12,581,Yes,0
30,male,Bachelor,127204,10,MORTGAGE,12000,EDUCATION,7.88,0.09,636,Yes,0
30,female,Associate,126941,8,MORTGAGE,13000,HOMEIMPROVEMENT,10.25,0.1,624,Yes,0
28,female,Associate,92294,7,RENT,14500,HOMEIMPROVEMENT,12.61,0.16,687,No,1
30,male,Master,126985,7,MORTGAGE,20000,EDUCATION,11.83,0.16,599,Yes,0
33,male,Bachelor,109143,13,RENT,14500,DEBTCONSOLIDATION,14.65,0.13,666,Yes,0
27,male,Associate,126657,6,MORTGAGE,20000,EDUCATION,11.48,0.16,659,Yes,0
31,male,Associate,36906,7,OWN,10000,VENTURE,7.88,0.27,626,No,0
28,male,Associate,126784,6,MORTGAGE,19000,VENTURE,12.21,0.15,663,No,0
29,male,High School,126764,6,MORTGAGE,15000,HOMEIMPROVEMENT,14.42,0.12,537,Yes,0
31,male,Bachelor,49613,9,RENT,14600,DEBTCONSOLIDATION,11.01,0.29,689,No,1
27,female,Associate,127818,8,MORTGAGE,10000,DEBTCONSOLIDATION,7.29,0.08,663,Yes,0
31,male,Bachelor,113267,9,MORTGAGE,24000,VENTURE,16.08,0.21,689,No,1
28,male,High School,35460,7,RENT,15000,EDUCATION,14.65,0.42,583,No,1
29,male,High School,128323,1,MORTGAGE,19400,DEBTCONSOLIDATION,11.01,0.15,627,Yes,0
35,female,High School,128173,14,MORTGAGE,15000,DEBTCONSOLIDATION,15.96,0.12,685,No,0
32,female,High School,127918,13,MORTGAGE,12000,HOMEIMPROVEMENT,5.79,0.09,591,Yes,0
27,female,Associate,128150,4,MORTGAGE,24000,HOMEIMPROVEMENT,13.8,0.19,604,No,0
30,female,Bachelor,128197,6,MORTGAGE,10000,VENTURE,11.01,0.08,671,Yes,0
28,female,Bachelor,35772,10,RENT,15000,PERSONAL,13.48,0.42,580,No,1
31,male,Associate,128116,8,MORTGAGE,15000,DEBTCONSOLIDATION,7.88,0.12,527,Yes,0
31,male,Associate,37309,11,RENT,15000,HOMEIMPROVEMENT,10,0.4,646,No,1
32,male,Bachelor,128267,11,MORTGAGE,10000,MEDICAL,11.01,0.08,719,No,0
27,male,Bachelor,128602,3,OWN,16000,PERSONAL,14.96,0.12,657,Yes,0
28,male,Bachelor,38315,5,RENT,15000,MEDICAL,11.83,0.39,656,No,1
32,male,High School,128271,9,MORTGAGE,20000,PERSONAL,11.01,0.16,615,No,0
28,male,Master,129079,4,MORTGAGE,13125,EDUCATION,7.66,0.1,541,Yes,0
29,male,Associate,128816,8,MORTGAGE,18000,DEBTCONSOLIDATION,6.17,0.14,692,Yes,0
35,male,Bachelor,128922,13,MORTGAGE,14550,PERSONAL,11.01,0.11,632,Yes,0
27,male,Master,39395,6,RENT,15000,DEBTCONSOLIDATION,11.01,0.38,636,No,1
30,female,High School,39046,9,RENT,15000,DEBTCONSOLIDATION,12.42,0.38,689,No,1
27,male,High School,129203,4,MORTGAGE,35000,VENTURE,9.63,0.27,680,No,0
29,male,Master,129398,4,MORTGAGE,25000,PERSONAL,10.99,0.19,638,Yes,0
28,female,Associate,40406,10,RENT,15000,EDUCATION,11.01,0.37,563,No,1
27,male,Associate,40801,7,RENT,15000,PERSONAL,6.91,0.37,688,No,1
27,female,High School,129665,4,MORTGAGE,10800,EDUCATION,9.63,0.08,640,Yes,0
27,male,Associate,129303,4,MORTGAGE,11500,EDUCATION,8.38,0.09,583,Yes,0
30,female,Bachelor,129678,7,MORTGAGE,12000,VENTURE,13.79,0.09,642,Yes,0
29,female,Bachelor,129412,6,MORTGAGE,10000,HOMEIMPROVEMENT,11.01,0.08,658,Yes,0
32,male,Master,129825,10,OWN,25000,MEDICAL,15.21,0.19,671,Yes,0
31,female,Bachelor,116437,9,MORTGAGE,25000,VENTURE,11.01,0.21,676,No,1
32,male,Associate,130586,8,MORTGAGE,12000,VENTURE,11.49,0.09,655,Yes,0
27,female,Bachelor,130454,5,MORTGAGE,21600,EDUCATION,11.01,0.17,665,Yes,0
28,male,Bachelor,130059,7,MORTGAGE,27400,EDUCATION,10.99,0.21,620,Yes,0
33,male,Associate,130787,10,MORTGAGE,11500,HOMEIMPROVEMENT,9.99,0.09,602,Yes,0
28,male,High School,130693,3,MORTGAGE,10000,DEBTCONSOLIDATION,10.74,0.08,546,Yes,0
27,female,Bachelor,130888,4,MORTGAGE,13750,HOMEIMPROVEMENT,5.79,0.11,702,No,0
34,male,Associate,130310,10,MORTGAGE,10000,PERSONAL,6.91,0.08,626,No,0
27,female,Associate,130728,3,MORTGAGE,10000,MEDICAL,6.54,0.08,635,Yes,0
32,male,Bachelor,130811,9,MORTGAGE,20000,VENTURE,12.53,0.15,708,No,0
29,female,Associate,130856,6,MORTGAGE,11400,HOMEIMPROVEMENT,9.32,0.09,547,Yes,0
33,male,Bachelor,116613,10,MORTGAGE,15000,DEBTCONSOLIDATION,14.62,0.13,681,No,1
29,male,Associate,130517,8,MORTGAGE,20000,HOMEIMPROVEMENT,10.59,0.15,692,No,0
35,female,Associate,131309,13,MORTGAGE,16000,DEBTCONSOLIDATION,6.99,0.12,698,No,0
27,male,High School,131309,5,MORTGAGE,17600,EDUCATION,7.88,0.13,660,Yes,0
29,female,Bachelor,131655,3,MORTGAGE,22000,VENTURE,11.01,0.17,648,Yes,0
33,male,Associate,131792,11,MORTGAGE,15000,MEDICAL,11.49,0.11,691,Yes,0
34,male,Master,131650,11,OWN,15000,HOMEIMPROVEMENT,13.61,0.11,733,No,0
33,female,Associate,131871,15,MORTGAGE,18400,PERSONAL,12.41,0.14,715,No,0
32,male,Associate,132315,9,MORTGAGE,12000,HOMEIMPROVEMENT,12.09,0.09,559,Yes,0
34,male,Associate,133098,10,MORTGAGE,10000,DEBTCONSOLIDATION,10.99,0.08,598,Yes,0
28,female,Master,41028,3,RENT,15000,PERSONAL,11.01,0.37,641,No,1
27,male,Associate,133399,2,MORTGAGE,16000,EDUCATION,7.9,0.12,649,Yes,0
27,female,High School,41483,6,RENT,15000,DEBTCONSOLIDATION,5.79,0.36,670,No,1
34,female,High School,132848,10,OWN,20000,HOMEIMPROVEMENT,11.01,0.15,669,No,0
28,male,Associate,132566,4,MORTGAGE,17000,VENTURE,6.03,0.13,617,Yes,0
30,male,Master,133125,8,MORTGAGE,10000,VENTURE,10.65,0.08,686,Yes,0
28,female,High School,132898,6,MORTGAGE,22400,PERSONAL,11.01,0.17,573,No,0
35,female,Associate,133107,13,MORTGAGE,10200,EDUCATION,5.42,0.08,630,No,0
32,male,High School,132618,12,MORTGAGE,10000,EDUCATION,10.99,0.08,625,Yes,0
30,male,Bachelor,118761,9,MORTGAGE,35000,HOMEIMPROVEMENT,10.59,0.29,616,No,1
27,male,High School,132944,7,MORTGAGE,15000,DEBTCONSOLIDATION,11.01,0.11,653,No,0
